dump_index,timestep,MAD/SANE,model,spin,pos,MunitOffset,MunitSlope,Munit,MunitUsed,notes
6000,30000,MAD,CRITBETA,-0.5,1,1.4e+25,5.9,7.49e+24,2.8730333333333335e+25,
6000,30000,MAD,CRITBETAwJET,-0.5,0,1.72e+25,3.92,7.49e+24,4.6560799999999996e+25,
6000,30000,MAD,CRITBETAwJET,-0.5,1,1.72e+25,3.92,7.49e+24,2.698693333333333e+25,
4000,20000,MAD,RBETA,0.94,0,4.5e+24,1.2,7.49e+24,1.3488e+25,
4000,20000,MAD,RBETA,0.94,1,4.5e+24,1.2,7.49e+24,7.496e+24,
4000,20000,MAD,RBETAwJET,0.94,0,2.5e+24,1.2,7.49e+24,1.1487999999999999e+25,
4000,20000,MAD,RBETAwJET,0.94,1,2.5e+24,1.2,7.49e+24,5.496e+24,
4000,20000,MAD,CRITBETA,0.94,0,3e+24,1.2,7.49e+24,1.1988e+25,
4000,20000,MAD,CRITBETA,0.94,1,3e+24,1.2,7.49e+24,5.996e+24,
4000,20000,MAD,CRITBETAwJET,0.94,0,2.2e+24,1.1,7.49e+24,1.0439e+25,
4000,20000,MAD,CRITBETAwJET,0.94,1,2.2e+24,1.1,7.49e+24,4.946333333333333e+24,
4200,21000,MAD,RBETA,0.94,0,4.5e+24,1.0,7.49e+24,1.199e+25,
4200,21000,MAD,RBETA,0.94,1,4.5e+24,1.0,7.49e+24,6.996666666666667e+24,
4200,21000,MAD,RBETAwJET,0.94,0,2.5e+24,1.0,7.49e+24,9.99e+24,
4200,21000,MAD,RBETAwJET,0.94,1,2.5e+24,1.0,7.49e+24,4.996666666666667e+24,
4200,21000,MAD,CRITBETA,0.94,0,3e+24,1.15,7.49e+24,1.1613499999999998e+25,
4200,21000,MAD,CRITBETA,0.94,1,3e+24,1.15,7.49e+24,5.871166666666666e+24,
4200,21000,MAD,CRITBETAwJET,0.94,0,2.2e+24,0.9,7.49e+24,8.941000000000001e+24,
4200,21000,MAD,CRITBETAwJET,0.94,1,2.2e+24,0.9,7.49e+24,4.447e+24,
4400,22000,MAD,RBETA,0.94,0,4.5e+24,1.6,7.49e+24,1.6484000000000002e+25,
4400,22000,MAD,RBETA,0.94,1,4.5e+24,1.6,7.49e+24,8.494666666666668e+24,
4400,22000,MAD,RBETAwJET,0.94,0,2.5e+24,1.4,7.49e+24,1.2985999999999998e+25,
4400,22000,MAD,RBETAwJET,0.94,1,2.5e+24,1.4,7.49e+24,5.995333333333332e+24,
4400,22000,MAD,CRITBETA,0.94,0,5e+24,1.2,7.49e+24,1.3987999999999998e+25,
4400,22000,MAD,CRITBETA,0.94,1,5e+24,1.2,7.49e+24,7.996e+24,
4400,22000,MAD,CRITBETAwJET,0.94,0,2.3e+24,1.35,7.49e+24,1.24115e+25,
4400,22000,MAD,CRITBETAwJET,0.94,1,2.3e+24,1.35,7.49e+24,5.6705e+24,
4600,23000,MAD,RBETA,0.94,0,4.5e+24,1.1,7.49e+24,1.2739000000000001e+25,
4600,23000,MAD,RBETA,0.94,1,4.5e+24,1.1,7.49e+24,7.246333333333334e+24,
4600,23000,MAD,RBETAwJET,0.94,0,2.5e+24,1.28,7.49e+24,1.20872e+25,
4600,23000,MAD,RBETAwJET,0.94,1,2.5e+24,1.28,7.49e+24,5.695733333333334e+24,
4600,23000,MAD,CRITBETA,0.94,0,4.2e+24,0.85,7.49e+24,1.05665e+25,
4600,23000,MAD,CRITBETA,0.94,1,4.2e+24,0.85,7.49e+24,6.322166666666667e+24,
4600,23000,MAD,CRITBETAwJET,0.94,0,2.2e+24,1.1,7.49e+24,1.0439e+25,
4600,23000,MAD,CRITBETAwJET,0.94,1,2.2e+24,1.1,7.49e+24,4.946333333333333e+24,
4800,24000,MAD,RBETA,0.94,0,8e+24,1.8,7.49e+24,2.1482000000000003e+25,
4800,24000,MAD,RBETA,0.94,1,8e+24,1.8,7.49e+24,1.2494e+25,
4800,24000,MAD,RBETAwJET,0.94,0,5e+24,1.9,7.49e+24,1.9231e+25,
4800,24000,MAD,RBETAwJET,0.94,1,5e+24,1.9,7.49e+24,9.743666666666667e+24,
4800,24000,MAD,CRITBETA,0.94,0,5e+24,1.8,7.49e+24,1.8482000000000002e+25,
4800,24000,MAD,CRITBETA,0.94,1,5e+24,1.8,7.49e+24,9.494000000000001e+24,
4800,24000,MAD,CRITBETAwJET,0.94,0,3.5e+24,1.8,7.49e+24,1.6982e+25,
4800,24000,MAD,CRITBETAwJET,0.94,1,3.5e+24,1.8,7.49e+24,7.994000000000001e+24,
5000,25000,MAD,RBETA,0.94,0,5e+24,1.9,7.49e+24,1.9231e+25,
5000,25000,MAD,RBETA,0.94,1,5e+24,1.9,7.49e+24,9.743666666666667e+24,
5000,25000,MAD,RBETAwJET,0.94,0,5e+24,1.4,7.49e+24,1.5486e+25,
5000,25000,MAD,RBETAwJET,0.94,1,5e+24,1.4,7.49e+24,8.495333333333333e+24,
5000,25000,MAD,CRITBETA,0.94,0,5e+24,1.5,7.49e+24,1.6234999999999998e+25,
5000,25000,MAD,CRITBETA,0.94,1,5e+24,1.5,7.49e+24,8.745e+24,
5000,25000,MAD,CRITBETAwJET,0.94,0,3.5e+24,1.5,7.49e+24,1.4735e+25,
5000,25000,MAD,CRITBETAwJET,0.94,1,3.5e+24,1.5,7.49e+24,7.245e+24,
5200,26000,MAD,RBETA,0.94,0,8e+24,2.2,7.49e+24,2.4478e+25,
5200,26000,MAD,RBETA,0.94,1,8e+24,2.2,7.49e+24,1.3492666666666668e+25,
5200,26000,MAD,RBETAwJET,0.94,0,5e+24,2.0,7.49e+24,1.998e+25,
5200,26000,MAD,RBETAwJET,0.94,1,5e+24,2.0,7.49e+24,9.993333333333333e+24,
5200,26000,MAD,CRITBETA,0.94,0,0.0,0.0,7.49e+24,0.0,
5200,26000,MAD,CRITBETA,0.94,1,0.0,0.0,7.49e+24,0.0,
5200,26000,MAD,CRITBETAwJET,0.94,0,3.55e+24,2.0,7.49e+24,1.853e+25,
5200,26000,MAD,CRITBETAwJET,0.94,1,3.55e+24,2.0,7.49e+24,8.543333333333333e+24,
5400,27000,MAD,RBETA,0.94,0,7.95e+24,1.5,7.49e+24,1.9184999999999999e+25,
5400,27000,MAD,RBETA,0.94,1,7.95e+24,1.5,7.49e+24,1.1694999999999999e+25,
5400,27000,MAD,RBETAwJET,0.94,0,5e+24,1.5,7.49e+24,1.6234999999999998e+25,
5400,27000,MAD,RBETAwJET,0.94,1,5e+24,1.5,7.49e+24,8.745e+24,
5400,27000,MAD,CRITBETA,0.94,0,4.9e+24,1.8,7.49e+24,1.8382000000000002e+25,
5400,27000,MAD,CRITBETA,0.94,1,4.9e+24,1.8,7.49e+24,9.394000000000001e+24,
