row_id,dump_index,timestep,state,model,spin,Rhigh,Munit,MunitOffset,MunitSlope,MunitUsed_pos0,MunitUsed_pos1,converged,notes
266,6000,30000,MAD,CRITBETA,-0.5,80,7.49e+24,1.4097598785185558e+25,4.502534415749153,4.782158155914672e+25,2.5338926376505942e+25,True,
268,6000,30000,MAD,CRITBETA,-0.5,160,7.49e+24,1.4097598785185558e+25,4.502534415749153,4.782158155914672e+25,2.5338926376505942e+25,True,
270,6000,30000,MAD,CRITBETA,0.94,40,7.49e+24,6.473187199260086e+24,1.936679089919932,2.097891358276038e+25,1.1308429327093515e+25,True,
272,6000,30000,MAD,CRITBETA,0.94,80,7.49e+24,6.473187199260086e+24,1.936679089919932,2.097891358276038e+25,1.1308429327093515e+25,True,
274,6000,30000,MAD,CRITBETA,0.94,160,7.49e+24,6.473187199260086e+24,1.936679089919932,2.097891358276038e+25,1.1308429327093515e+25,True,
276,6000,30000,MAD,CRITBETAwJET,-0.5,40,7.49e+24,2.309663699212204e+25,6.072162816937002,6.857713649098019e+25,3.825680349174142e+25,True,
278,6000,30000,MAD,CRITBETAwJET,-0.5,80,7.49e+24,2.309663699212204e+25,6.072162816937002,6.857713649098019e+25,3.825680349174142e+25,True,
280,6000,30000,MAD,CRITBETAwJET,-0.5,160,7.49e+24,2.309663699212204e+25,6.072162816937002,6.857713649098019e+25,3.825680349174142e+25,True,
282,6000,30000,MAD,CRITBETAwJET,0.94,40,7.49e+24,9.124699244052108e+24,2.729971138449985,2.95721830710425e+25,1.5940527186382238e+25,True,
284,6000,30000,MAD,CRITBETAwJET,0.94,80,7.49e+24,9.124699244052108e+24,2.729971138449985,2.95721830710425e+25,1.5940527186382238e+25,True,
286,6000,30000,MAD,CRITBETAwJET,0.94,160,7.49e+24,9.124699244052108e+24,2.729971138449985,2.95721830710425e+25,1.5940527186382238e+25,True,
