positron_ratio,spectrum,nu_used_hz,nu_idx,flux_jy,tau_scatt_weighted,tau_abs_weighted,tau_scatt_mean,tau_abs_mean,flux_scale_vs_pos0,tau_scatt_weighted_scale_vs_pos0,tau_abs_weighted_scale_vs_pos0,tau_scatt_mean_scale_vs_pos0,tau_abs_mean_scale_vs_pos0
0.0,/work/vmo703/igrmonty_outputs/m87/pair_sweep_20260224/spectrum_Ma-0.5_4000_RBETA_pairf0.h5,238168555197.61606,42,0.2851732247291632,0.00017659198102900993,0.011520194614763151,0.00014430332589682258,14.08195067300265,1.0,1.0,1.0,1.0,1.0
0.5,/work/vmo703/igrmonty_outputs/m87/pair_sweep_20260224/spectrum_Ma-0.5_4000_RBETA_pairf0.5.h5,238168555197.61606,42,0.4689221430215507,0.00037537289391980136,0.05250169113868745,0.00029684492127901574,6.965945906832547,1.6443414120203568,2.12565084627561,4.557361476463812,2.0570899487878815,0.49467194343943977
1.0,/work/vmo703/igrmonty_outputs/m87/pair_sweep_20260224/spectrum_Ma-0.5_4000_RBETA_pairf1.h5,238168555197.61606,42,0.8394235968831598,0.0005629520488681878,0.008641762600949817,0.00042920981889218,9.1538086030111,2.943556842268005,3.1878686992910965,0.7501403309519946,2.974358464884355,0.6500383942233525
